Mach,CD Power-Off
13.96,0.565489546
13.97,0.565474546
13.98,0.565459469
13.99,0.565444515
14,0.565429483
14.01,0.565414574
14.02,0.565399689
14.03,0.565384726
14.04,0.565369885
14.05,0.565355067
14.06,0.565340171
14.07,0.565325399
14.08,0.565310649
14.09,0.56529592
14.1,0.565281215
14.11,0.565266531
14.12,0.56525187
14.13,0.565237231
14.14,0.565222614
14.15,0.565208118
14.16,0.565193546
14.17,0.565178995
14.18,0.565164566
14.19,0.565150058
14.2,0.565135572
14.21,0.565121209
14.22,0.565106766
14.23,0.565092445
14.24,0.565078045
14.25,0.565063767
14.26,0.565049511
14.27,0.565035176
14.28,0.565020962
14.29,0.56500677
14.3,0.564992599
14.31,0.564978448
14.32,0.564964319
14.33,0.564950211
14.34,0.564936124
14.35,0.564922058
14.36,0.564908011
14.37,0.564893987
14.38,0.564879984
14.39,0.564866
14.4,0.564852138
14.41,0.564838196
14.42,0.564824274
14.43,0.564810474
14.44,0.564796593
14.45,0.564782834
14.46,0.564768993
14.47,0.564755274
14.48,0.564741475
14.49,0.564727797
14.5,0.564714038
14.51,0.564700398
14.52,0.564686779
14.53,0.564673181
14.54,0.564659603
14.55,0.564646044
14.56,0.564632405
14.57,0.564618885
14.58,0.564605385
14.59,0.564592006
14.6,0.564578446
14.61,0.564565105
14.62,0.564551684
14.63,0.564538283
14.64,0.5645249
14.65,0.564511537
14.66,0.564498194
14.67,0.56448497
14.68,0.564471665
14.69,0.564458479
14.7,0.564445213
14.71,0.564432065
14.72,0.564418837
14.73,0.564405728
14.74,0.564392537
14.75,0.564379465
14.76,0.564366412
14.77,0.564353279
14.78,0.564340264
14.79,0.564327267
14.8,0.564314289
14.81,0.564301331
14.82,0.56428839
14.83,0.564275468
14.84,0.564262465
14.85,0.564249579
14.86,0.564236813
14.87,0.564223966
14.88,0.564211135
14.89,0.564198324
14.9,0.56418553
14.91,0.564172755
14.92,0.564159998
14.93,0.564147359
14.94,0.564134638
14.95,0.564121935
14.96,0.56410935
14.97,0.564096683
14.98,0.564084134
14.99,0.564071502
15,0.564058989
15.01,0.564046493
15.02,0.564033914
15.03,0.564021453
15.04,0.564008911
15.05,0.563996485
15.06,0.563984077
15.07,0.563971687
15.08,0.563959214
15.09,0.563946959
15.1,0.56393452
15.11,0.5639222
15.12,0.563909896
15.13,0.56389761
15.14,0.563885341
15.15,0.563873088
15.16,0.563860854
15.17,0.563848736
15.18,0.563836534
15.19,0.563824351
15.2,0.563812184
15.21,0.563800134
15.22,0.563788001
15.23,0.563775884
15.24,0.563763784
15.25,0.563751802
15.26,0.563739835
15.27,0.563727786
15.28,0.563715853
15.29,0.563703837
15.3,0.563691937
15.31,0.563679954
15.32,0.563668087
15.33,0.563656237
15.34,0.563644303
15.35,0.563632485
15.36,0.563620683
15.37,0.563608898
15.38,0.563597029
15.39,0.563585276
15.4,0.56357354
15.41,0.563561819
15.42,0.563550114
15.43,0.563538426
15.44,0.563526753
15.45,0.563515098
15.46,0.563503457
15.47,0.563491832
15.48,0.563480323
15.49,0.56346873
15.5,0.563457153
15.51,0.563445591
15.52,0.563434146
15.53,0.563422615
15.54,0.563411101
15.55,0.563399701
15.56,0.563388218
15.57,0.563376851
15.58,0.563365398
15.59,0.563354061
15.6,0.563342638
15.61,0.563331333
15.62,0.563319942
15.63,0.563308667
15.64,0.563297406
15.65,0.56328606
15.66,0.563274831
15.67,0.563263615
15.68,0.563252316
15.69,0.563241131
15.7,0.563229961
15.71,0.563218807
15.72,0.563207668
15.73,0.563196542
15.74,0.563185433
15.75,0.563174338
15.76,0.563163258
15.77,0.563152192
15.78,0.563141142
15.79,0.563130106
15.8,0.563119184
15.81,0.563108178
15.82,0.563097186
15.83,0.56308621
15.84,0.563075247
15.85,0.563064298
15.86,0.563053464
15.87,0.563042545
15.88,0.56303174
15.89,0.56302085
15.9,0.563010074
15.91,0.562999212
15.92,0.562988364
15.93,0.562977632
15.94,0.562966813
15.95,0.562956108
15.96,0.562945417
15.97,0.562934741
15.98,0.562923978
15.99,0.56291333
16,0.562902595
16.01,0.562891975
16.02,0.56288137
16.03,0.562870777
16.04,0.562860199
16.05,0.562849634
16.06,0.562839083
16.07,0.562828447
16.08,0.562817923
16.09,0.562807413
16.1,0.562796918
16.11,0.562786536
16.12,0.562776068
16.13,0.562765613
16.14,0.562755171
16.15,0.562744743
16.16,0.56273433
16.17,0.562723929
16.18,0.562713542
16.19,0.562703269
16.2,0.562692909
16.21,0.562682562
16.22,0.562672328
16.23,0.562662008
16.24,0.5626517
16.25,0.562641506
16.26,0.562631226
16.27,0.562621059
16.28,0.562610805
16.29,0.562600664
16.3,0.562590436
16.31,0.562580321
16.32,0.56257012
16.33,0.562560031
16.34,0.562549955
16.35,0.562539892
16.36,0.562529743
16.37,0.562519705
16.38,0.562509682
16.39,0.562499571
16.4,0.562489572
16.41,0.562479586
16.42,0.562469613
16.43,0.562459653
16.44,0.562449706
16.45,0.562439772
16.46,0.562429849
16.47,0.562419939
16.48,0.562410043
16.49,0.562400159
16.5,0.562390286
16.51,0.562380427
16.52,0.56237058
16.53,0.562360747
16.54,0.562350924
16.55,0.562341215
16.56,0.562331418
16.57,0.562321633
16.58,0.562311961
16.59,0.5623022
16.6,0.562292452
16.61,0.562282716
16.62,0.562273093
16.63,0.562263381
16.64,0.562253782
16.65,0.562244096
16.66,0.56223452
16.67,0.562224857
16.68,0.562215306
16.69,0.562205667
16.7,0.562196141
16.71,0.562186526
16.72,0.562177023
16.73,0.562167532
16.74,0.562157953
16.75,0.562148486
16.76,0.56213903
16.77,0.562129486
16.78,0.562120054
16.79,0.562110634
16.8,0.562101226
16.81,0.56209183
16.82,0.562082445
16.83,0.562072972
16.84,0.562063609
16.85,0.562054259
16.86,0.562044921
16.87,0.562035594
16.88,0.562026378
16.89,0.562016974
16.9,0.562007682
16.91,0.561998402
16.92,0.561989232
16.93,0.561979973
16.94,0.561970727
16.95,0.561961491
16.96,0.561952267
16.97,0.561943155
16.98,0.561933953
16.99,0.561924763
17,0.561915583
17.01,0.561906516
17.02,0.561897359
17.03,0.561888214
17.04,0.561879179
17.05,0.561870057
17.06,0.561861044
17.07,0.561851943
17.08,0.561842852
17.09,0.561833874
17.1,0.561824806
17.11,0.561815849
17.12,0.561806903
17.13,0.561797868
17.14,0.561788944
17.15,0.561779931
17.16,0.561771028
17.17,0.561762136
17.18,0.561753155
17.19,0.561744286
17.2,0.561735426
17.21,0.561726578
17.22,0.56171764
17.23,0.561708813
17.24,0.561699995
17.25,0.56169119
17.26,0.561682395
17.27,0.56167361
17.28,0.561664836
17.29,0.561656072
17.3,0.561647319
17.31,0.561638477
17.32,0.561629745
17.33,0.561621024
17.34,0.561612412
17.35,0.561603712
17.36,0.561595022
17.37,0.561586341
17.38,0.561577673
17.39,0.561569014
17.4,0.561560365
17.41,0.561551726
17.42,0.561543198
17.43,0.56153458
17.44,0.561525972
17.45,0.561517474
17.46,0.561508888
17.47,0.56150031
17.48,0.561491744
17.49,0.561483286
17.5,0.56147474
17.51,0.561466303
17.52,0.561457776
17.53,0.561449359
17.54,0.561440852
17.55,0.561432356
17.56,0.56142397
17.57,0.561415593
17.58,0.561407127
17.59,0.56139877
17.6,0.561390322
17.61,0.561381985
17.62,0.561373558
17.63,0.561365241
17.64,0.561356932
17.65,0.561348635
17.66,0.561340247
17.67,0.561331968
17.68,0.561323701
17.69,0.561315341
17.7,0.561307092
17.71,0.561298853
17.72,0.561290622
17.73,0.561282402
17.74,0.561274192
17.75,0.56126599
17.76,0.561257699
17.77,0.561249517
17.78,0.561241345
17.79,0.561233182
17.8,0.56122503
17.81,0.561216885
17.82,0.561208751
17.83,0.561200625
17.84,0.561192509
17.85,0.561184503
17.86,0.561176407
17.87,0.561168319
17.88,0.561160241
17.89,0.561152173
17.9,0.561144113
17.91,0.561136162
17.92,0.561128122
17.93,0.56112009
17.94,0.561112067
17.95,0.561104054
17.96,0.56109615
17.97,0.561088155
17.98,0.561080269
17.99,0.561072292
18,0.561064325
18.01,0.561056467
18.02,0.561048516
18.03,0.561040677
18.04,0.561032745
18.05,0.561024924
18.06,0.561017009
18.07,0.561009105
18.08,0.56100131
18.09,0.560993424
18.1,0.560985646
18.11,0.560977878
18.12,0.560970118
18.13,0.560962267
18.14,0.560954525
18.15,0.560946692
18.16,0.560938968
18.17,0.560931253
18.18,0.560923446
18.19,0.560915748
18.2,0.560908059
18.21,0.560900378
18.22,0.560892606
18.23,0.560884943
18.24,0.560877289
18.25,0.560869643
18.26,0.560862006
18.27,0.560854377
18.28,0.560846757
18.29,0.560839147
18.3,0.560831444
18.31,0.56082385
18.32,0.560816264
18.33,0.560808687
18.34,0.560801118
18.35,0.560793558
18.36,0.560786006
18.37,0.560778464
18.38,0.560770929
18.39,0.560763402
18.4,0.560755985
18.41,0.560748475
18.42,0.560740975
18.43,0.560733481
18.44,0.560725997
18.45,0.560718521
18.46,0.560711154
18.47,0.560703694
18.48,0.560696243
18.49,0.5606889
18.5,0.560681465
18.51,0.560674039
18.52,0.56066662
18.53,0.56065931
18.54,0.560651908
18.55,0.560644515
18.56,0.560637229
18.57,0.560629851
18.58,0.560622583
18.59,0.560615221
18.6,0.560607968
18.61,0.560600622
18.62,0.560593286
18.63,0.560586056
18.64,0.560578735
18.65,0.560571523
18.66,0.560564317
18.67,0.560557021
18.68,0.560549831
18.69,0.56054255
18.7,0.560535377
18.71,0.560528211
18.72,0.560520954
18.73,0.560513805
18.74,0.560506663
18.75,0.560499429
18.76,0.560492302
18.77,0.560485184
18.78,0.560477974
18.79,0.560470871
18.8,0.560463776
18.81,0.560456689
18.82,0.56044961
18.83,0.560442538
18.84,0.560435374
18.85,0.560428318
18.86,0.56042127
18.87,0.560414228
18.88,0.560407196
18.89,0.56040017
18.9,0.560393152
18.91,0.560386141
18.92,0.560379138
18.93,0.560372143
18.94,0.560365156
18.95,0.560358175
18.96,0.560351203
18.97,0.560344237
18.98,0.56033728
18.99,0.56033033
19,0.560323387
19.01,0.560316452
19.02,0.560309524
19.03,0.560302704
19.04,0.560295792
19.05,0.560288886
19.06,0.560281988
19.07,0.560275097
19.08,0.560268314
19.09,0.560261438
19.1,0.560254569
19.11,0.560247807
19.12,0.560240954
19.13,0.560234107
19.14,0.560227267
19.15,0.560220535
19.16,0.56021371
19.17,0.560206893
19.18,0.560200182
19.19,0.560193379
19.2,0.560186682
19.21,0.560179893
19.22,0.560173212
19.23,0.560166438
19.24,0.56015967
19.25,0.560153009
19.26,0.560146357
19.27,0.56013961
19.28,0.560132971
19.29,0.560126238
19.3,0.560119614
19.31,0.560112896
19.32,0.560106286
19.33,0.560099582
19.34,0.560092985
19.35,0.560086395
19.36,0.560079812
19.37,0.560073136
19.38,0.560066568
19.39,0.560059905
19.4,0.56005335
19.41,0.560046802
19.42,0.56004026
19.43,0.560033726
19.44,0.560027099
19.45,0.560020578
19.46,0.560014065
19.47,0.560007558
19.48,0.560000957
19.49,0.559994564
19.5,0.559987977
19.51,0.559981498
19.52,0.559975025
19.53,0.559968559
19.54,0.559962099
19.55,0.559955647
19.56,0.559949101
19.57,0.559942762
19.58,0.559936329
19.59,0.559929902
19.6,0.559923483
19.61,0.55991707
19.62,0.559910665
19.63,0.559904266
19.64,0.559897873
19.65,0.559891487
19.66,0.559885107
19.67,0.559878734
19.68,0.559872368
19.69,0.559866008
19.7,0.559859654
19.71,0.559853408
19.72,0.559847068
19.73,0.559840734
19.74,0.559834407
19.75,0.559828087
19.76,0.559821872
19.77,0.559815564
19.78,0.559809264
19.79,0.559802968
19.8,0.55979678
19.81,0.559790497
19.82,0.559784222
19.83,0.559778053
19.84,0.55977179
19.85,0.559765534
19.86,0.559759383
19.87,0.55975314
19.88,0.559747002
19.89,0.559740772
19.9,0.559734547
19.91,0.559728427
19.92,0.559722216
19.93,0.55971601
19.94,0.55970991
19.95,0.559703816
19.96,0.559697629
19.97,0.559691549
19.98,0.559685374
19.99,0.559679306
20,0.559673143
20.01,0.559667088
20.02,0.559660937
20.03,0.559654893
20.04,0.559648856
20.05,0.559642724
20.06,0.559636699
20.07,0.55963058
20.08,0.559624567
20.09,0.559618559
20.1,0.559612459
20.11,0.559606464
20.12,0.559600475
20.13,0.559594392
20.14,0.559588416
20.15,0.559582445
20.16,0.55957648
20.17,0.559570421
20.18,0.559564469
20.19,0.559558522
20.2,0.559552581
20.21,0.559546647
20.22,0.559540718
20.23,0.559534694
20.24,0.559528778
20.25,0.559522866
20.26,0.559516962
20.27,0.559511063
20.28,0.559505169
20.29,0.559499282
20.3,0.5594934
20.31,0.559487524
20.32,0.559481654
20.33,0.55947569
20.34,0.559469932
20.35,0.55946408
20.36,0.559458234
20.37,0.559452393
20.38,0.559446558
20.39,0.559440728
20.4,0.559434905
20.41,0.559429087
20.42,0.559423276
20.43,0.559417469
20.44,0.559411669
20.45,0.559405873
20.46,0.559400085
20.47,0.559394401
20.48,0.559388623
20.49,0.559382851
20.5,0.559377085
20.51,0.559371324
20.52,0.559365669
20.53,0.559359919
20.54,0.559354175
20.55,0.559348437
20.56,0.559342705
20.57,0.559337078
20.58,0.559331356
20.59,0.55932564
20.6,0.55932003
20.61,0.559314325
20.62,0.559308626
20.63,0.559302933
20.64,0.559297344
20.65,0.559291662
20.66,0.559286084
20.67,0.559280413
20.68,0.559274847
20.69,0.559269186
20.7,0.55926353
20.71,0.559257981
20.72,0.559252336
20.73,0.559246798
20.74,0.559241164
20.75,0.559235636
20.76,0.559230013
20.77,0.559224496
20.78,0.559218884
20.79,0.559213377
20.8,0.559207777
20.81,0.559202281
20.82,0.559196691
20.83,0.559191206
20.84,0.559185626
20.85,0.559180151
20.86,0.559174682
20.87,0.559169118
20.88,0.559163661
20.89,0.559158207
20.9,0.559152659
20.91,0.559147216
20.92,0.559141778
20.93,0.559136246
20.94,0.55913082
20.95,0.559125398
20.96,0.559119881
20.97,0.55911447
20.98,0.559109064
20.99,0.559103663
21,0.559098168
21.01,0.559092777
21.02,0.559087391
21.03,0.559082011
21.04,0.559076637
21.05,0.559071266
21.06,0.559065803
21.07,0.559060442
21.08,0.559055088
21.09,0.559049739
21.1,0.559044394
21.11,0.559039054
21.12,0.559033721
21.13,0.559028291
21.14,0.559022968
21.15,0.559017649
21.16,0.559012335
21.17,0.559007026
21.18,0.559001722
21.19,0.558996423
21.2,0.558991129
21.21,0.558985841
21.22,0.558980556
21.23,0.558975277
21.24,0.558970004
21.25,0.558964735
21.26,0.558959471
21.27,0.558954212
21.28,0.558949057
21.29,0.558943809
21.3,0.558938564
21.31,0.558933325
21.32,0.558928091
21.33,0.558922862
21.34,0.558917637
21.35,0.558912417
21.36,0.558907202
21.37,0.558902092
21.38,0.558896887
21.39,0.558891687
21.4,0.558886492
21.41,0.558881401
21.42,0.558876215
21.43,0.558871034
21.44,0.558865858
21.45,0.558860687
21.46,0.55885562
21.47,0.558850458
21.48,0.558845301
21.49,0.558840249
21.5,0.558835102
21.51,0.558829959
21.52,0.558824821
21.53,0.558819787
21.54,0.558814659
21.55,0.558809536
21.56,0.558804516
21.57,0.558799402
21.58,0.558794392
21.59,0.558789287
21.6,0.558784187
21.61,0.558779191
21.62,0.5587741
21.63,0.558769114
21.64,0.558764032
21.65,0.558759055
21.66,0.558753983
21.67,0.558749015
21.68,0.558743952
21.69,0.558738993
21.7,0.55873394
21.71,0.55872889
21.72,0.558723945
21.73,0.558719005
21.74,0.558713969
21.75,0.558709039
21.76,0.558704012
21.77,0.558699089
21.78,0.558694073
21.79,0.558689159
21.8,0.558684251
21.81,0.558679247
21.82,0.558674348
21.83,0.558669454
21.84,0.558664463
21.85,0.558659577
21.86,0.558654695
21.87,0.558649719
21.88,0.558644846
21.89,0.558639978
21.9,0.558635015
21.91,0.558630155
21.92,0.558625301
21.93,0.55862035
21.94,0.558615505
21.95,0.558610664
21.96,0.558605827
21.97,0.558600995
21.98,0.558596066
21.99,0.558591242
22,0.558586422
22.01,0.558581608
22.02,0.558576697
22.03,0.55857199
22.04,0.558567088
22.05,0.558562292
22.06,0.558557498
22.07,0.558552708
22.08,0.558547924
22.09,0.558543043
22.1,0.558538267
22.11,0.558533596
22.12,0.558528728
22.13,0.558523965
22.14,0.558519206
22.15,0.558514452
22.16,0.558509701
22.17,0.558504956
22.18,0.558500213
22.19,0.558495476
22.2,0.558490742
22.21,0.558486013
22.22,0.558481289
22.23,0.558476568
22.24,0.558471851
22.25,0.558467139
22.26,0.55846243
22.27,0.558457727
22.28,0.558453027
22.29,0.558448331
22.3,0.55844364
22.31,0.558438953
22.32,0.55843427
22.33,0.558429691
22.34,0.558425016
22.35,0.558420346
22.36,0.558415679
22.37,0.558411016
22.38,0.558406358
22.39,0.558401804
22.4,0.558397154
22.41,0.558392507
22.42,0.558387866
22.43,0.558383228
22.44,0.558378694
22.45,0.558374065
22.46,0.558369439
22.47,0.558364817
22.48,0.5583602
22.49,0.558355686
22.5,0.558351077
22.51,0.558346471
22.52,0.558341969
22.53,0.558337372
22.54,0.558332779
22.55,0.558328189
22.56,0.558323704
22.57,0.558319123
22.58,0.558314645
22.59,0.558310071
22.6,0.558305502
22.61,0.558300937
22.62,0.558296475
22.63,0.558291916
22.64,0.558287465
22.65,0.558282914
22.66,0.558278467
22.67,0.558273926
22.68,0.558269387
22.69,0.558264955
22.7,0.558260424
22.71,0.558255899
22.72,0.558251475
22.73,0.558247056
22.74,0.558242543
22.75,0.558238031
22.76,0.558233624
22.77,0.558229122
22.78,0.558224722
22.79,0.558220228
22.8,0.558215836
22.81,0.558211448
22.82,0.558206964
22.83,0.558202585
22.84,0.558198108
22.85,0.558193736
22.86,0.558189267
22.87,0.558184904
22.88,0.558180542
22.89,0.558176084
22.9,0.558171731
22.91,0.558167281
22.92,0.558162937
22.93,0.558158494
22.94,0.558154156
22.95,0.558149821
22.96,0.558145491
22.97,0.558141065
22.98,0.558136741
22.99,0.55813242
23,0.558128005
23.01,0.558123692
23.02,0.558119384
23.03,0.55811498
23.04,0.558110679
23.05,0.558106382
23.06,0.558102088
23.07,0.558097697
23.08,0.558093412
23.09,0.558089129
23.1,0.558084851
23.11,0.558080575
23.12,0.558076203
23.13,0.558071936
23.14,0.558067671
23.15,0.558063411
23.16,0.558059053
23.17,0.5580548
23.18,0.55805055
23.19,0.558046304
23.2,0.558042061
23.21,0.558037823
23.22,0.558033587
23.23,0.558029256
23.24,0.558025027
23.25,0.558020802
23.26,0.558016583
23.27,0.558012364
23.28,0.558008151
23.29,0.55800394
23.3,0.557999733
23.31,0.55799553
23.32,0.55799133
23.33,0.557987136
23.34,0.557982942
23.35,0.557978752
23.36,0.557974568
23.37,0.557970384
23.38,0.557966207
23.39,0.557962032
23.4,0.557957759
23.41,0.557953693
23.42,0.557949527
23.43,0.557945365
23.44,0.557941209
23.45,0.557937054
23.46,0.557932904
23.47,0.557928756
23.48,0.557924612
23.49,0.557920473
23.5,0.557916335
23.51,0.557912203
23.52,0.557908072
23.53,0.557903945
23.54,0.557899823
23.55,0.557895802
23.56,0.557891686
23.57,0.557887574
23.58,0.557883463
23.59,0.557879358
23.6,0.557875254
23.61,0.557871255
23.62,0.55786716
23.63,0.557863067
23.64,0.557858979
23.65,0.557854892
23.66,0.557850909
23.67,0.557846831
23.68,0.557842755
23.69,0.557838683
23.7,0.557834614
23.71,0.557830647
23.72,0.557826585
23.73,0.557822526
23.74,0.557818569
23.75,0.557814518
23.76,0.557810468
23.77,0.557806424
23.78,0.55780248
23.79,0.55779844
23.8,0.557794405
23.81,0.557790472
23.82,0.557786444
23.83,0.557782417
23.84,0.557778494
23.85,0.557774475
23.86,0.557770458
23.87,0.557766544
23.88,0.557762535
23.89,0.557758628
23.9,0.557754626
23.91,0.557750625
23.92,0.557746728
23.93,0.557742736
23.94,0.557738745
23.95,0.557734858
23.96,0.557730874
23.97,0.557726992
23.98,0.557723016
23.99,0.55771914
24,0.55771517
24.01,0.557711301
24.02,0.557707336
24.03,0.557703476
24.04,0.557699516
24.05,0.557695662
24.06,0.557691709
24.07,0.557687859
24.08,0.557683915
24.09,0.557679972
24.1,0.557676131
24.11,0.557672296
24.12,0.557668362
24.13,0.557664533
24.14,0.557660605
24.15,0.557656781
24.16,0.557652861
24.17,0.557649043
24.18,0.557645229
24.19,0.557641317
24.2,0.557637508
24.21,0.557633604
24.22,0.557629801
24.23,0.557626003
24.24,0.557622106
24.25,0.557618313
24.26,0.557614524
24.27,0.557610637
24.28,0.557606852
24.29,0.557602972
24.3,0.557599194
24.31,0.55759542
24.32,0.557591548
24.33,0.557587779
24.34,0.557584014
24.35,0.557580252
24.36,0.557576393
24.37,0.557572637
24.38,0.557568883
24.39,0.557565033
24.4,0.557561285
24.41,0.557557541
24.42,0.557553799
24.43,0.557550061
24.44,0.557546226
24.45,0.557542493
24.46,0.557538763
24.47,0.557535037
24.48,0.557531213
24.49,0.557527493
24.5,0.557523776
24.51,0.55752006
24.52,0.557516349
24.53,0.55751254
24.54,0.557508836
24.55,0.557505132
24.56,0.557501431
24.57,0.557497736
24.58,0.557494041
24.59,0.557490349
24.6,0.557486562
24.61,0.557482876
24.62,0.557479195
24.63,0.557475515
24.64,0.557471837
24.65,0.557468166
24.66,0.557464494
24.67,0.557460827
24.68,0.557457161
24.69,0.557453399
24.7,0.55744974
24.71,0.557446083
24.72,0.557442431
24.73,0.557438779
24.74,0.557435131
24.75,0.557431487
24.76,0.557427844
24.77,0.557424205
24.78,0.557420569
24.79,0.557416935
24.8,0.557413305
24.81,0.557409677
24.82,0.557406051
24.83,0.55740243
24.84,0.55739881
24.85,0.557395195
24.86,0.55739158
24.87,0.557387969
24.88,0.557384362
24.89,0.557380755
24.9,0.557377254
24.91,0.557373653
24.92,0.557370056
24.93,0.557366462
24.94,0.55736287
24.95,0.557359281
24.96,0.557355696
24.97,0.557352113
24.98,0.557348534
24.99,0.557344955
25,0.55734138
0.01,0.419507818
0.02,0.448306661
0.03,0.463135228
0.04,0.468301044
0.05,0.470055368
0.06,0.470362004
0.07,0.469989041
0.08,0.469281646
0.09,0.468409931
0.1,0.467463144
0.11,0.466490073
0.12,0.465518017
0.13,0.464562325
0.14,0.463631472
0.15,0.46272989
0.16,0.461859585
0.17,0.461021099
0.18,0.460214095
0.19,0.459437724
0.2,0.458690835
0.21,0.457972134
0.22,0.457280257
0.23,0.456613838
0.24,0.455971534
0.25,0.455352038
0.26,0.455067494
0.27,0.454803328
0.28,0.454558512
0.29,0.454331968
0.3,0.454122757
0.31,0.453929931
0.32,0.453752695
0.33,0.45359023
0.34,0.453441781
0.35,0.453306685
0.36,0.453184264
0.37,0.453073985
0.38,0.452975048
0.39,0.452887232
0.4,0.452809911
0.41,0.452742608
0.42,0.452684882
0.43,0.452636321
0.44,0.452596535
0.45,0.452565013
0.46,0.452541692
0.47,0.452526118
0.48,0.452517974
0.49,0.452516971
0.5,0.452522832
0.51,0.452535299
0.52,0.45255398
0.53,0.452578931
0.54,0.452609779
0.55,0.452646328
0.56,0.452688369
0.57,0.452735714
0.58,0.452788182
0.59,0.452845454
0.6,0.452907653
0.61,0.45354148
0.62,0.45415945
0.63,0.454781613
0.64,0.455408124
0.65,0.456038706
0.66,0.456673086
0.67,0.457311445
0.68,0.457953519
0.69,0.458599053
0.7,0.459248234
0.71,0.459900815
0.72,0.460556556
0.73,0.461215649
0.74,0.46187787
0.75,0.462542984
0.76,0.463211199
0.77,0.463882291
0.78,0.46455604
0.79,0.465232662
0.8,0.465911938
0.81,0.466593663
0.82,0.467278059
0.83,0.467964916
0.84,0.46865403
0.85,0.469345632
0.86,0.470039519
0.87,0.470735489
0.88,0.471433791
0.89,0.472134213
0.9,0.472836572
0.91,0.476740174
0.92,0.486737079
0.93,0.514159061
0.94,0.554436142
0.95,0.594713224
0.96,0.634990306
0.97,0.675267388
0.98,0.71554447
0.99,0.755821552
1,0.796098634
1.01,0.836375716
1.02,0.876652798
1.03,0.91692988
1.04,0.957206962
1.05,0.997484044
1.06,1.00018604
1.07,1.002985017
1.08,1.005878633
1.09,1.00886479
1.1,1.011941498
1.11,1.015107375
1.12,1.018360713
1.13,1.021568991
1.14,1.021531842
1.15,1.021585782
1.16,1.020809279
1.17,1.020047062
1.18,1.019319337
1.19,1.018428178
1.2,1.017063807
1.21,1.015721547
1.22,1.014398419
1.23,1.013091658
1.24,1.011799492
1.25,1.010520154
1.26,1.009252181
1.27,1.007994456
1.28,1.006746064
1.29,1.005505875
1.3,1.00427297
1.31,1.003046741
1.32,1.00182632
1.33,1.000611189
1.34,0.99940047
1.35,0.998193744
1.36,0.996990519
1.37,0.995790207
1.38,0.994592534
1.39,0.993396841
1.4,0.992202878
1.41,0.991017275
1.42,0.989835672
1.43,0.988654656
1.44,0.987473925
1.45,0.986293277
1.46,0.985112323
1.47,0.983930969
1.48,0.982749115
1.49,0.981566363
1.5,0.980382537
1.51,0.979197801
1.52,0.978011683
1.53,0.976824371
1.54,0.975635428
1.55,0.974445065
1.56,0.973253065
1.57,0.972059343
1.58,0.970863907
1.59,0.969666708
1.6,0.968467582
1.61,0.967266731
1.62,0.966063946
1.63,0.964859475
1.64,0.963652962
1.65,0.962444565
1.66,0.961234485
1.67,0.960022385
1.68,0.958808619
1.69,0.957592998
1.7,0.956375606
1.71,0.955157946
1.72,0.953938698
1.73,0.952717939
1.74,0.951495643
1.75,0.950271925
1.76,0.949046765
1.77,0.947820287
1.78,0.946592462
1.79,0.945363506
1.8,0.944133206
1.81,0.942901891
1.82,0.941669543
1.83,0.940436079
1.84,0.939201776
1.85,0.937966553
1.86,0.936730428
1.87,0.93549367
1.88,0.9342562
1.89,0.933018104
1.9,0.931779503
1.91,0.930540389
1.92,0.929300943
1.93,0.928060977
1.94,0.92682079
1.95,0.925580379
1.96,0.924339729
1.97,0.923099028
1.98,0.921858286
1.99,0.920617496
2,0.919376726
2.01,0.918352381
2.02,0.917321404
2.03,0.916291184
2.04,0.915261553
2.05,0.914232783
2.06,0.913204685
2.07,0.912177741
2.08,0.911151546
2.09,0.91012659
2.1,0.909102565
2.11,0.908079769
2.12,0.907058164
2.13,0.906037959
2.14,0.905018924
2.15,0.904001323
2.16,0.902985275
2.17,0.901970601
2.18,0.90082665
2.19,0.899541964
2.2,0.898262306
2.21,0.896984586
2.22,0.895706174
2.23,0.894432643
2.24,0.893164159
2.25,0.891900703
2.26,0.890642126
2.27,0.889388516
2.28,0.88813992
2.29,0.886896195
2.3,0.885657424
2.31,0.884423646
2.32,0.88319473
2.33,0.881970698
2.34,0.880751449
2.35,0.879537208
2.36,0.878327831
2.37,0.877123172
2.38,0.875923379
2.39,0.874728474
2.4,0.873538238
2.41,0.87235287
2.42,0.871172252
2.43,0.86999631
2.44,0.868825275
2.45,0.8676589
2.46,0.866497098
2.47,0.865340011
2.48,0.864187694
2.49,0.863039845
2.5,0.861896713
2.51,0.860758226
2.52,0.859624218
2.53,0.858494804
2.54,0.857370018
2.55,0.856249583
2.56,0.855133726
2.57,0.854022351
2.58,0.852915403
2.59,0.851812981
2.6,0.850714729
2.61,0.849621042
2.62,0.848531653
2.63,0.847446567
2.64,0.846365813
2.65,0.845289284
2.66,0.844216915
2.67,0.8431489
2.68,0.84208496
2.69,0.841025406
2.7,0.839969848
2.71,0.838918396
2.72,0.83787095
2.73,0.836827723
2.74,0.835788417
2.75,0.834753043
2.76,0.833721701
2.77,0.832694298
2.78,0.831670731
2.79,0.830651112
2.8,0.829635341
2.81,0.828623308
2.82,0.827615128
2.83,0.826610694
2.84,0.825609898
2.85,0.824612837
2.86,0.823619327
2.87,0.822628828
2.88,0.82164133
2.89,0.820657384
2.9,0.819676866
2.91,0.818699977
2.92,0.817726378
2.93,0.81675626
2.94,0.815789423
2.95,0.814826016
2.96,0.813865862
